age_of_head,building_id,children,household_id,income,persons,puma,tenure,workers
39,1016471,2,1420774,122000,4,11701,1,2
87,1098043,0,1512981,19600,1,11705,1,0
65,534902,0,331907,32900,1,11604,2,0
79,543463,0,234658,14360,2,11603,2,0
28,526052,0,199670,32000,1,11601,2,1
58,150798,0,101913,36800,1,11602,1,1
41,404475,2,565170,223000,4,11616,1,2
68,520511,0,112872,165200,2,11602,1,0
18,686818,0,1003931,25200,2,11505,2,1
29,739151,0,1291350,90000,3,11503,2,3
62,701291,0,1252499,37000,1,11506,2,1
58,965711,0,1601571,75000,3,11706,2,2
27,556629,0,210371,29000,1,11601,2,1
43,1101450,1,1603983,52300,4,11706,2,3
57,532914,0,600436,64000,3,11608,1,3
82,671328,0,1070829,33600,1,11502,2,0
54,167695,1,221810,609000,3,11601,1,2
56,1027061,0,1444797,133400,1,11701,1,1
74,436229,0,354284,31700,1,11604,2,0
37,547080,0,612524,200000,2,11608,2,1
50,822016,1,1253770,33000,2,11506,1,0
34,257783,3,974129,96000,5,11615,1,1
24,1083798,1,1562623,30000,3,11706,2,1
30,369187,0,491526,160000,2,11607,2,1
64,786050,1,1200234,116700,4,11507,1,1
58,212522,0,404836,159030,3,11605,1,2
30,897268,2,1295313,13200,3,11503,2,0
47,1074663,6,1376093,89020,12,11702,1,1
61,166899,0,914853,42000,1,11614,1,0
44,1161048,3,1441196,66000,5,11701,1,2
52,248100,0,913734,103000,2,11614,1,0
24,668176,0,1303408,40800,2,11503,2,2
24,285817,0,942411,79000,4,11614,2,4
32,133943,3,920160,82700,5,11614,1,2
53,535744,0,653186,25700,1,11609,1,0
44,915407,1,1157909,86000,3,11504,2,2
55,523878,0,888071,18000,1,11613,2,0
67,121405,0,707859,59200,2,11610,1,1
54,1018498,0,1339545,133000,1,11703,1,1
53,23991,0,577749,111900,3,11616,1,3
39,170645,2,960886,105000,4,11615,1,2
50,386577,2,380264,75000,3,11605,1,1
61,1066685,0,1546552,64000,3,11705,1,2
30,714863,0,997758,97200,2,11505,2,2
88,556177,0,139715,59700,1,11602,2,0
72,1172486,0,1337304,17600,2,11703,1,0
78,975284,0,1419281,19000,1,11701,2,0
63,1059658,0,1479131,85000,2,11704,1,2
50,545622,0,210318,74000,1,11601,2,1
27,603206,0,24224,96500,2,11802,2,2
44,125107,2,479665,95000,3,11606,2,1
42,1031284,0,1528012,130000,2,11705,1,2
64,1174608,0,1547565,0,3,11705,1,0
65,527154,0,345940,32900,1,11604,2,0
63,989111,2,1555044,14500,4,11706,1,0
32,531650,0,223430,88000,1,11601,1,1
65,566189,0,34472,9600,1,11802,1,0
39,85668,0,730107,178000,2,11610,1,1
28,556491,0,115760,80000,1,11602,2,1
33,545868,0,385338,60000,2,11605,2,2
26,556654,0,897173,75000,1,11613,1,1
64,872986,0,1050826,66000,2,11502,1,0
61,216845,0,680678,240500,2,11609,1,2
29,196597,2,978299,102000,4,11615,2,2
62,28131,0,842325,50,1,11612,1,0
72,864406,0,1007420,124400,2,11505,1,0
26,542706,2,897024,83000,4,11613,2,2
36,527129,2,875266,61400,4,11613,2,2
56,554686,0,696860,180200,2,11609,1,2
61,146995,0,866173,125001,4,11613,1,3
56,765263,0,1162327,126000,3,11504,1,2
44,530552,0,286287,265000,1,11603,2,1
71,731986,0,1095502,29100,2,11501,1,0
36,528856,3,528886,177000,6,11607,2,3
53,1170703,0,1324675,103600,3,11703,2,2
54,975234,0,1419350,122000,2,11701,1,2
94,169909,0,622643,98700,2,11608,1,1
62,366785,0,635986,162300,2,11608,1,1
51,591849,0,89674,84000,1,11801,2,1
56,556549,0,115538,88000,1,11602,1,1
35,460952,3,789700,46000,5,11611,1,1
27,1186155,0,1599577,4100,1,11706,2,0
51,207943,0,940494,70000,1,11614,1,1
28,537456,0,877742,28000,2,11613,2,1
53,299863,0,839306,144000,3,11612,1,2
53,833925,1,1266994,189000,3,11506,1,1
41,38499,0,388574,100000,1,11605,2,1
65,621658,0,14518,100000,1,11802,1,1
54,27673,0,251163,935000,3,11603,1,1
51,1173062,0,1477260,103300,5,11704,1,2
45,87041,1,933689,51800,4,11614,2,1
48,437217,0,354220,75000,1,11604,2,1
33,556232,0,275383,300000,2,11603,1,2
63,549530,0,332977,15000,1,11604,2,0
33,672965,0,1084129,46000,2,11501,3,2
58,428781,0,846238,181300,3,11612,1,3
53,1003334,0,1409946,79800,1,11701,2,1
48,1054170,1,1582934,87100,4,11706,1,2
45,305598,0,350277,205900,2,11604,1,2
62,21275,0,211573,116700,1,11601,1,0
62,59310,0,884772,57600,2,11613,1,1
30,313234,2,397213,115000,4,11605,1,1
62,49743,0,245865,351000,1,11603,1,0
42,1021466,0,1522643,130000,2,11705,1,2
32,787736,5,1161865,19000,6,11504,2,0
58,71310,0,438761,11800,1,11606,2,0
64,904709,0,1021685,106500,2,11505,1,1
45,493004,2,665879,206000,4,11609,1,2
42,292971,3,475004,85300,5,11606,1,1
31,514377,0,203777,15000,1,11601,2,1
57,554758,0,556024,35000,1,11616,2,1
69,766300,0,1276976,34600,2,11503,1,0
81,555576,0,168166,14400,1,11601,2,0
34,666637,2,1068824,95000,4,11502,1,1
67,556147,0,640109,66600,2,11608,1,0
49,858329,0,1218402,61900,2,11507,1,2
46,520276,0,366664,31000,1,11604,1,1
47,1042055,0,1353190,54000,1,11703,1,1
28,627915,0,94987,40050,1,11801,2,1
46,590664,0,66436,57000,1,11801,2,1
41,113256,2,861630,12600,4,11613,2,0
65,677149,0,1077957,75700,2,11502,1,2
25,700296,2,1226776,27000,4,11506,2,1
63,156756,0,649527,58600,2,11609,3,1
30,98068,0,912834,46310,2,11614,1,2
38,495941,0,369772,562000,2,11604,1,2
21,539000,0,122568,0,2,11602,2,0
45,529646,1,942028,51800,4,11614,2,1
65,219907,0,914734,78700,4,11614,1,2
65,1166502,0,1537163,26000,1,11705,2,0
69,793027,0,1146528,11000,1,11504,2,0
48,958629,3,1383241,12700,4,11702,2,2
51,809785,0,1220852,47000,3,11506,2,2
63,869542,0,1110978,128000,2,11501,1,2
31,513742,0,160476,104000,2,11601,2,2
57,648355,0,35695,8400,1,11802,3,0
38,400648,2,610534,241400,4,11608,1,2
48,521457,0,330349,120000,1,11604,1,1
49,183475,0,358746,122974,2,11604,1,2
54,1065388,0,1499616,220000,2,11704,1,2
63,190815,0,972912,211700,2,11615,1,1
63,1011498,0,1583691,12800,1,11706,1,0
78,21550,0,455434,23100,1,11606,1,0
26,534358,1,885559,25000,2,11613,2,1
31,643672,0,34179,68000,1,11802,1,1
27,893690,1,1096911,22000,3,11501,2,0
30,219293,0,629224,112600,2,11608,2,2
48,234828,0,831077,64000,3,11612,1,2
67,550704,0,136187,477000,3,11602,1,3
43,736821,0,1256000,200000,2,11506,1,2
59,574652,0,90106,473500,3,11801,1,2
26,1016076,0,1361875,225000,3,11702,1,3
34,555562,0,264143,112100,1,11603,1,1
73,554295,0,452191,28000,1,11606,1,1
42,1182549,0,1519593,70000,1,11705,1,1
52,143936,0,772080,171000,3,11611,1,3
9,394262,4,154206,216000,4,11602,1,2
51,1194115,7,1603225,47200,10,11706,1,3
48,519302,1,954308,34880,2,11615,2,0
43,1068316,1,1572285,79300,4,11706,2,2
38,233517,1,710420,1400,2,11610,2,0
49,907566,0,1189098,134150,4,11507,2,4
87,556049,0,944628,23500,2,11615,1,0
75,1055671,0,1370779,236400,1,11702,1,0
54,975788,0,1543096,0,1,11705,2,0
72,657079,0,10632,19200,2,11802,1,0
36,399207,1,187215,245300,3,11601,1,2
55,505092,0,858524,233700,2,11613,1,2
33,587178,2,1589,124008,4,11802,1,1
78,513193,0,242629,5300,1,11603,2,0
68,492893,0,139586,110000,1,11602,1,1
90,339338,0,872404,54100,2,11613,1,0
37,620242,2,68574,24000,3,11801,2,0
75,554686,0,696523,62000,1,11609,1,0
22,44728,0,164618,43300,2,11601,2,2
46,790342,2,1130451,54600,6,11501,2,3
52,957433,0,1395178,170200,1,11702,1,1
27,535563,0,299155,106900,2,11603,2,2
28,538097,0,234486,215000,2,11603,2,2
52,481514,0,425501,107000,1,11605,1,0
34,1078661,1,1509962,104000,3,11705,1,2
48,386794,0,827771,243700,3,11612,1,3
45,222632,1,522239,122000,5,11607,1,3
46,519207,0,433764,95030,1,11605,2,1
69,609852,0,29622,83800,1,11802,1,1
55,775691,0,1133491,8200,1,11504,2,0
76,1090056,0,1340678,73900,2,11703,1,0
31,736908,2,1277707,30000,3,11503,2,1
67,28631,0,738179,101500,3,11610,1,1
48,1058522,2,1564851,133000,5,11706,2,2
80,101072,0,897757,13200,1,11613,1,0
32,1119635,2,1379533,30300,3,11702,2,1
46,555112,0,671145,164000,2,11609,1,2
26,528874,2,854964,36000,5,11612,2,3
54,521436,0,885380,34000,1,11613,2,1
40,654070,0,35215,90000,1,11802,2,1
60,212418,0,776914,101000,1,11611,2,1
94,1048152,0,1426175,22900,1,11701,2,0
72,721289,0,1113430,10000,1,11501,2,0
51,956478,0,1403703,2500,1,11702,2,1
60,1032023,0,1517272,77000,2,11705,1,1
50,1169106,1,1505768,125000,4,11705,1,1
60,647164,0,27262,12900,1,11802,2,0
53,511478,0,201408,24000,1,11601,2,1
61,886106,0,1137601,47000,2,11504,1,1
66,813699,0,995061,82000,3,11505,1,3
23,518447,0,210739,55000,2,11601,2,2
57,464881,1,228347,115300,3,11601,1,2
65,793956,0,1141177,90600,4,11504,1,2
69,273776,1,361477,196400,4,11604,1,2
63,1102557,0,1433208,147200,2,11701,1,1
41,839528,7,1310297,1260,9,11503,2,1
74,867892,0,1197935,113200,3,11507,1,1
29,545045,0,307310,167500,2,11603,2,2
36,770812,0,1228805,24900,3,11506,1,0
47,810823,2,1258296,61600,4,11506,1,1
19,520413,0,144488,5000,4,11602,2,2
31,204439,0,145899,130000,2,11602,1,2
59,953288,0,1387446,124800,2,11702,2,1
59,1170947,0,1360687,101200,2,11702,1,2
60,365867,0,723820,60200,2,11610,1,0
51,1168198,1,1501386,256934,4,11704,1,2
36,656784,0,4206,87100,3,11802,1,2
50,771904,1,1230675,53700,4,11506,1,3
49,519782,0,759773,12000,1,11611,2,0
53,551311,2,412974,51400,4,11605,1,2
41,36603,0,438794,150000,2,11606,1,2
28,513193,0,243395,105000,2,11603,2,2
33,953280,3,1387905,25200,4,11702,2,1
40,66643,1,910338,165500,3,11614,1,2
34,98498,0,981442,140000,2,11615,1,2
45,422559,1,526924,200000,3,11607,2,1
53,823557,0,1223334,98070,3,11506,1,2
58,530137,0,641040,40740,1,11608,2,1
24,511478,0,202989,52000,2,11601,2,1
86,531908,0,318128,6600,1,11603,2,0
34,1015731,0,1401268,87000,1,11702,1,1
68,956711,2,1420495,102300,6,11701,1,1
67,554374,0,696325,34400,2,11609,1,1
63,472423,0,387273,193000,2,11605,1,1
67,209382,0,839589,174800,2,11612,1,0
67,39071,0,571926,99300,3,11616,1,1
69,374280,0,668804,121700,2,11609,1,1
90,313177,0,425628,22700,1,11605,2,0
41,58059,1,828965,36400,3,11612,1,0
41,627528,3,8882,100000,5,11802,1,1
56,204023,0,148874,201000,3,11602,1,1
42,690477,3,1177785,18600,5,11504,2,1
36,1181295,2,1515552,64000,4,11705,2,1
49,682937,1,1157196,23750,2,11504,2,2
29,526401,0,677843,46000,1,11609,2,1
76,658725,0,1038554,45400,1,11502,1,0
29,829643,1,1252169,77300,4,11506,2,3
37,1097167,3,1468568,162180,5,11704,1,1
50,76313,0,352465,196000,2,11604,1,0
36,474725,2,605105,160000,4,11608,1,2
49,68402,2,344578,475000,4,11604,1,2
52,555164,0,408039,107000,1,11605,1,0
22,49670,1,835584,40000,3,11612,2,2
69,759025,0,1074097,151400,2,11502,1,1
69,555435,0,648567,70000,1,11609,1,0
49,153316,0,445930,87000,1,11606,1,1
30,1077310,2,1340433,51500,5,11703,2,2
61,411714,0,578584,147000,2,11616,1,2
53,825848,0,1189995,60600,3,11507,1,1
56,625147,0,30899,461600,20,11802,2,2
30,346006,0,792892,101000,1,11611,1,1
58,450193,0,431249,145220,2,11605,1,1
43,528163,0,907798,95000,2,11614,2,1
47,766074,0,1134508,104200,2,11504,1,2
45,41012,0,957660,159200,2,11615,1,2
30,965954,0,1325744,36000,1,11703,2,1
64,385800,0,380087,453000,2,11605,1,2
25,717834,0,1079646,41000,1,11501,2,1
45,519246,0,679453,394500,1,11609,2,1
20,1041438,0,1446862,46800,2,11701,2,1
61,545256,0,886823,111200,3,11613,1,3
32,202931,0,145991,138490,2,11602,2,1
48,882471,2,1103740,85000,4,11501,2,2
63,555758,0,295156,75000,1,11603,1,0
66,551488,0,459533,31200,2,11606,2,0
56,749555,0,1292170,90000,1,11503,1,1
63,436141,0,354775,37000,1,11604,2,1
30,744223,0,1086135,120720,2,11501,2,2
26,554612,0,749922,92500,2,11610,2,2
23,1030117,0,1425483,60000,2,11701,2,2
66,1172898,0,1332298,22200,1,11703,3,0
53,61676,0,878356,71000,3,11613,1,2
60,394665,0,470843,47000,2,11606,1,1
76,608311,0,8815,126400,4,11802,1,1
45,179169,2,693453,190000,4,11609,1,2
57,119218,0,930324,246000,2,11614,1,2
61,520805,0,224580,38000,1,11601,1,0
44,894828,0,1089109,50000,1,11501,2,1
27,1162213,0,1412717,130000,2,11701,1,1
66,555091,0,238806,96600,3,11603,1,2
55,1159607,0,1357088,44000,1,11703,1,1
74,187733,0,719327,9000,1,11610,2,0
83,717838,0,1082565,57500,1,11501,2,0
26,952913,0,1373491,140000,2,11702,1,2
82,551718,0,613560,16000,2,11608,3,0
62,1014878,0,1446780,58200,2,11701,2,0
54,1170973,0,1398727,89100,2,11702,1,1
55,308621,1,356503,140000,3,11604,1,2
64,574403,0,89185,10500,1,11801,2,0
62,545139,0,977069,33000,1,11615,2,0
35,636363,1,25496,6200,2,11802,2,0
47,1112173,2,1549704,114000,4,11705,1,2
54,736741,0,1256302,76600,3,11506,1,2
45,1105136,0,1536618,65000,1,11705,1,0
75,673581,0,1272514,151600,3,11503,1,0
60,552839,0,372474,56500,1,11604,2,1
80,1185824,0,1574318,26200,2,11706,1,0
53,518984,0,256550,145150,1,11603,2,1
45,255036,0,158282,184800,3,11601,1,2
27,997887,0,1394866,120000,2,11702,2,2
52,181481,0,889623,78000,4,11613,1,2
89,1179645,0,1345377,27260,3,11703,2,1
30,720708,0,1092341,10000,1,11501,1,1
76,693546,0,1095301,19000,1,11501,1,0
32,528492,0,291735,65000,1,11603,1,1
63,869643,0,1127076,46800,2,11501,2,0
26,909681,0,1034651,65000,2,11502,2,2
30,1162323,0,1410487,70000,1,11701,2,1
40,464905,0,229069,351000,2,11601,2,2
51,722216,0,1300093,33900,2,11503,1,1
52,419665,1,694661,15800,2,11609,1,0
60,725218,1,1202630,124000,4,11507,1,2
71,903521,0,1295526,12000,1,11503,2,0
43,530172,0,282791,124000,2,11603,1,2
48,676402,0,1077931,14800,1,11502,2,0
57,1010050,3,1433473,130800,5,11701,1,1
38,1017536,0,1578232,27220,1,11706,2,1
44,519895,1,336290,138000,3,11604,2,2
28,532697,0,275506,215000,2,11603,2,2
29,512350,0,659588,502000,3,11609,3,3
57,94451,1,454147,180000,4,11606,1,2
25,1218163,2,76117,35000,4,11801,2,1
54,661291,0,1031609,24000,2,11502,2,1
68,555398,0,467797,50800,1,11606,1,0
49,1011357,1,1385463,125000,3,11702,1,2
47,223690,0,529018,188100,2,11607,1,2
30,127815,0,904012,67000,2,11614,1,1
56,1101980,0,1458227,225700,3,11704,1,3
75,761123,0,1270560,39390,2,11503,1,1
22,553326,0,150225,0,2,11602,2,0
44,473635,1,360967,90600,4,11604,1,2
38,513573,2,498899,39000,4,11607,2,1
27,521377,0,340526,75000,1,11604,1,1
57,1030911,0,1566283,111000,3,11706,1,2
56,1063867,0,1389557,271000,2,11702,1,2
24,673729,0,1272952,63000,1,11503,2,1
94,525751,0,410561,15000,1,11605,2,0
59,684181,0,1145669,156730,5,11504,1,3
23,622061,0,56116,46000,1,11801,2,1
49,412856,5,540438,165900,10,11607,1,2
27,704764,1,992920,36000,2,11505,2,1
22,1193788,0,1568559,35000,1,11706,2,1
76,516949,0,263610,255000,1,11603,2,0
52,463045,0,563213,178000,2,11616,1,2
65,628306,0,95119,83600,2,11801,1,1
52,137860,0,778282,171000,3,11611,1,3
65,709641,0,1243976,67000,2,11506,2,1
60,192379,0,449937,47000,2,11606,1,1
50,837150,0,1224171,160000,2,11506,1,2
82,1014567,0,1331262,18700,1,11703,1,0
33,181379,1,985865,75000,3,11615,1,1
67,534026,0,126857,42200,1,11602,2,1
44,237038,0,718843,10600,1,11610,1,0
49,621510,0,38897,100000,2,11802,2,2
74,120002,0,737737,118400,3,11610,1,2
38,721789,4,1113996,56200,6,11501,2,2
46,390308,9,614981,43000,13,11608,2,2
29,821651,3,1222617,122000,5,11506,1,1
45,590291,1,59455,0,2,11801,2,0
29,60446,2,974647,55500,4,11615,1,2
60,1174825,0,1543823,42400,2,11705,2,1
47,556362,1,334336,65000,2,11604,1,1
69,1115298,0,1579360,27460,2,11706,1,0
45,496500,1,680811,120400,3,11609,1,1
78,266206,0,598715,247600,2,11608,1,0
35,872895,5,1051666,74200,8,11502,2,2
54,624934,0,53112,145500,3,11801,1,2
59,896421,0,997793,81600,3,11505,1,2
24,552014,0,371815,125000,1,11604,2,1
37,115971,0,570998,110000,1,11616,1,1
35,731748,0,1094189,114000,2,11501,1,2
69,537456,0,877611,27900,1,11613,2,0
75,92592,0,960222,8000,1,11615,3,0
60,503768,0,711599,170300,3,11610,1,2
59,80135,0,114371,496500,2,11602,1,1
41,1073492,2,1511088,200140,4,11705,1,2
60,448175,0,768031,115000,2,11611,1,2
45,513345,0,772848,140000,2,11611,1,2
22,1039130,1,1375987,29800,4,11702,2,1
31,444682,1,440482,130000,3,11606,1,1
57,799404,0,1019407,220000,2,11505,1,2
52,896946,0,1033160,71000,1,11502,1,1
79,1170711,0,1364268,97200,2,11702,1,0
67,539836,0,128126,12700,1,11602,1,0
27,550765,0,336217,150000,2,11604,2,2
63,1069599,0,1516760,97000,2,11705,1,1
73,887999,0,1229638,116300,2,11506,1,1
22,537633,0,141735,29800,3,11602,2,2
49,1154216,0,1462149,308800,3,11704,1,2
64,114465,0,178054,90000,2,11601,1,2
69,504880,0,436926,13900,1,11605,1,0
49,671784,0,1106485,83000,2,11501,2,2
51,1190703,7,1581967,47200,10,11706,1,3
31,772033,0,1064162,39000,1,11502,2,1
67,712265,0,1182527,55800,2,11507,1,0
28,1133601,2,1350384,54700,4,11703,2,2
76,1087967,0,1320939,21500,2,11703,2,0
59,1123135,0,1406157,228800,4,11702,1,3
56,1186668,0,1570495,146000,2,11706,1,1
43,414973,1,246223,446900,3,11603,1,2
72,693735,0,1215340,67800,2,11507,1,0
46,531828,2,240769,170500,4,11603,1,1
67,1135410,0,1491032,61000,1,11704,1,0
48,536745,0,523745,162000,2,11607,2,2
47,1165047,0,1503861,68000,2,11704,1,2
61,1104476,0,1431749,123100,3,11701,1,2
48,717902,0,1097355,62000,1,11501,1,1
54,46717,0,537627,150000,4,11607,1,2
43,302708,2,579206,69050,4,11616,1,1
45,587513,1,23026,35000,3,11802,2,1
43,707503,2,1012288,81000,4,11505,2,2
58,554149,0,352197,137000,1,11604,1,0
67,670636,0,1067249,157100,3,11502,1,1
42,339950,3,575540,99300,5,11616,1,2
39,572078,3,97221,88000,5,11801,2,3
57,555162,0,382885,15600,1,11605,2,0
59,1105432,4,1562167,112200,6,11706,2,2
35,525576,0,451919,71000,3,11606,2,2
87,547533,0,280235,64460,1,11603,1,0
56,515446,0,299174,73650,2,11603,2,1
29,532848,0,742521,130020,2,11610,2,2
37,1072752,0,1527491,202000,2,11705,1,2
42,221465,0,815583,151320,2,11612,1,2
52,904663,0,1126582,30000,1,11501,2,1
31,553122,1,634691,97000,3,11608,2,0
54,1178129,0,1528019,230200,2,11705,1,2
44,1175201,2,1550655,152500,4,11705,1,2
53,74494,1,217572,155000,5,11601,1,3
36,287437,1,713327,75000,5,11610,1,3
70,34681,0,505897,49900,2,11607,1,0
71,1153990,0,1361022,60000,1,11702,1,0
80,186606,1,951612,48800,4,11615,1,1
57,540538,0,688058,470500,2,11609,1,1
70,297186,0,768579,45404,2,11611,1,1
56,502247,0,451501,8700,1,11606,2,0
54,484970,0,801234,113000,2,11611,2,2
55,535358,0,454826,125010,1,11606,1,1
35,325986,3,250835,120000,5,11603,2,1
39,1079031,2,1477920,115200,4,11704,1,2
84,777844,2,1269211,102290,5,11503,1,2
41,748081,1,1016825,85000,3,11505,1,2
70,208418,0,641069,21320,1,11608,2,0
63,165691,0,402969,25000,1,11605,1,1
57,769802,1,1134855,63300,5,11504,1,1
43,982468,0,1560793,94000,2,11706,2,2
71,535688,0,907766,27800,2,11614,1,0
25,537427,0,483554,100000,2,11606,2,2
75,756728,0,1293813,151600,3,11503,1,0
30,682344,1,1144798,59000,4,11504,2,2
74,907047,0,1150532,1700,1,11504,2,0
44,1023278,4,1552699,36000,5,11706,2,1
36,1060532,2,1457911,151700,4,11704,1,2
88,629942,0,11391,50650,2,11802,1,0
40,1092040,1,1597852,278500,4,11706,1,1
30,1161087,0,1439229,70000,1,11701,2,1
66,493644,0,110847,71000,2,11602,1,1
45,854970,3,1183768,100300,5,11507,2,1
49,356544,1,572034,122700,4,11616,1,2
75,34866,0,944568,59300,2,11615,1,0
46,500843,0,626616,130000,1,11608,1,1
55,309246,1,430534,63870,4,11605,1,1
67,117900,0,196266,84100,1,11601,1,0
31,516353,0,247340,77510,1,11603,2,1
65,353877,0,402123,40400,2,11605,2,0
90,541299,0,211937,23100,1,11601,2,0
56,591629,0,88645,200000,1,11801,1,1
60,289109,0,954194,145500,2,11615,1,2
35,1137255,1,1467384,170000,3,11704,1,2
39,1105750,2,1481865,140050,4,11704,1,2
63,715998,0,1214956,55030,1,11507,1,1
48,436124,0,354437,111000,2,11604,2,1
39,468470,0,228714,129070,1,11601,2,1
30,520200,0,523941,92500,2,11607,2,1
66,45008,0,388293,123200,3,11605,1,1
38,538823,0,258257,107630,1,11603,2,1
60,473866,0,879490,140000,1,11613,1,0
36,515208,0,161307,60000,2,11601,2,1
55,368735,2,215833,233800,4,11601,1,2
70,1150689,0,1537863,54800,2,11705,1,0
51,556233,0,734595,42040,1,11610,2,1
23,839490,0,1119696,20800,2,11501,2,1
62,554484,0,670028,215200,2,11609,1,2
53,182225,0,417380,69500,3,11605,1,2
42,978957,1,1326610,79000,3,11703,2,3
84,359300,0,197078,174500,1,11601,2,0
30,846204,2,1090490,68800,5,11501,2,3
23,59609,0,746896,137300,3,11610,1,3
37,171634,2,632900,231000,4,11608,1,2
29,555250,0,293956,150000,1,11603,1,1
27,556299,0,257432,78000,1,11603,1,1
62,1162040,0,1442692,58200,2,11701,2,0
50,654484,0,29313,107000,3,11802,1,2
35,900381,3,1027635,0,4,11505,2,0
54,828537,0,1251721,110000,3,11506,1,2
66,671779,0,1106201,48000,1,11501,2,0
74,366042,0,513327,112000,6,11607,1,2
56,1171588,0,1355184,113200,3,11703,1,3
54,555397,0,777666,84400,2,11611,2,1
74,547408,0,293654,16360,2,11603,2,0
48,734231,0,1120072,62000,1,11501,1,1
64,533917,0,700513,66000,2,11609,1,2
70,835595,0,1227567,131300,2,11506,1,1
44,821110,3,1222720,37420,9,11506,1,1
38,129291,2,500212,95000,4,11607,2,1
53,52997,1,163375,488000,3,11601,1,2
64,522516,0,129354,13000,1,11602,2,0
26,399865,0,184890,43000,2,11601,2,2
46,900246,0,1181291,40000,1,11507,1,1
34,168608,2,501200,264100,4,11607,1,1
37,672518,2,1302133,102400,4,11503,1,2
69,973861,0,1327326,41940,1,11703,2,1
54,1142443,1,1501878,257130,4,11704,1,3
49,1170974,1,1398846,66200,3,11702,1,1
37,545412,0,942381,83900,3,11614,2,2
52,616460,0,46864,38200,2,11802,2,1
50,516450,0,931811,310000,3,11614,1,2
41,310008,2,857566,12600,4,11613,2,0
52,1042184,1,1427879,55000,2,11701,2,1
47,953289,6,1387978,89020,12,11702,1,1
41,115883,2,687047,185000,4,11609,1,2
26,380225,1,404268,164400,4,11605,2,2
31,585783,0,34201,80100,1,11802,2,1
40,953283,1,1387716,131000,3,11702,2,2
27,90467,0,350413,73300,2,11604,2,2
34,532173,0,616286,210000,1,11608,2,1
81,524244,0,813596,34000,1,11612,1,0
35,554974,0,502299,132400,2,11607,1,2
23,519994,0,142661,0,3,11602,2,0
52,751912,0,1004689,171800,3,11505,1,1
26,709495,0,1238101,120000,2,11506,1,2
28,252982,0,333153,85200,2,11604,2,2
29,377997,2,105880,0,4,11602,2,0
55,320673,1,189382,180000,3,11601,1,2
46,1188313,1,1538125,18800,5,11705,1,0
39,715513,2,1015617,145000,4,11505,1,2
30,515873,0,202535,77600,2,11601,2,2
52,1197069,1,1585885,101000,5,11706,1,3
73,985834,0,1525366,0,1,11705,1,0
45,694705,3,1216871,100300,5,11507,2,1
77,365400,0,186919,81900,2,11601,1,1
71,1000166,0,1422949,66800,4,11701,1,1
63,670468,0,1040770,123000,2,11502,2,2
46,281204,2,627504,183000,5,11608,1,2
63,1039588,0,1579940,120000,2,11706,1,1
64,214535,1,935502,240000,4,11614,1,1
70,659454,0,1038001,47800,4,11502,2,2
33,454450,1,806552,87000,3,11611,1,1
57,240373,0,627357,767400,3,11608,1,2
70,1121322,0,1475130,81904,2,11704,1,2
56,1073989,0,1543003,76500,1,11705,1,1
66,511342,0,338633,96000,2,11604,2,1
58,435419,0,584779,202000,3,11616,1,2
27,554271,0,870086,32720,3,11613,1,3
33,9377,0,846493,26900,1,11612,2,1
30,1173029,0,1360023,85700,2,11702,2,2
43,633369,0,55416,96500,2,11801,2,2
25,285821,0,231655,60000,2,11601,2,2
62,1007278,0,1443214,452000,2,11701,1,1
49,664268,0,1076661,470000,2,11502,1,1
55,111619,2,872190,68000,4,11613,1,2
57,185407,0,238012,216500,3,11603,2,1
31,1093131,3,1374890,130030,5,11702,1,1
53,634149,0,83307,100000,2,11801,1,1
25,544700,0,513539,167600,1,11607,2,1
55,1020280,2,1416697,80000,4,11701,1,1
46,516717,0,617749,91000,1,11608,2,1
58,1033729,0,1360716,34000,2,11702,1,2
74,670283,0,1039287,124000,1,11502,2,1
50,535137,4,878535,52000,9,11613,2,2
27,1072769,0,1401633,105000,3,11702,1,2
76,829265,0,1189792,111900,1,11507,1,0
20,855124,0,1063587,14000,2,11502,2,0
61,1159237,0,1335940,74000,2,11703,1,1
37,515325,0,326416,70000,1,11604,2,1
71,905073,0,1021819,54800,2,11505,2,1
65,898861,0,1239010,67000,2,11506,2,1
50,610337,0,15829,188500,2,11802,1,2
43,956260,0,1396286,62050,1,11702,2,1
34,415929,0,367467,60000,2,11604,2,0
79,549256,0,946054,42100,2,11615,1,0
67,312045,0,636209,146300,3,11608,1,1
69,1187047,4,1553329,137000,11,11706,1,3
47,1139620,0,1545095,65900,2,11705,1,1
39,528651,1,392762,40000,2,11605,2,1
42,545899,0,339029,70000,1,11604,2,1
65,3919,0,755116,56000,1,11610,1,1
44,515458,4,624941,250000,6,11608,2,1
66,1071387,0,1577250,12000,3,11706,2,0
60,775480,0,1174735,19240,1,11504,2,0
48,474576,1,700959,489520,3,11609,1,3
47,674362,2,1048133,85000,4,11502,1,2
76,421967,0,819347,80100,2,11612,1,0
42,996096,2,1443464,60000,4,11701,1,1
53,1196018,0,1559519,163000,2,11706,1,2
66,764246,0,1035748,40700,1,11502,1,0
62,65140,0,733676,215400,3,11610,1,3
62,555889,0,441327,98000,1,11606,1,1
94,828769,0,1235546,49200,2,11506,1,0
53,864043,1,998362,307800,4,11505,1,2
63,1096827,0,1342176,136000,2,11703,1,2
88,473277,0,627117,248000,1,11608,2,0
54,642389,0,86171,236000,2,11801,1,1
